무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
PE01107,경기도,안산시 단원구,시도,,광덕1로,3,,경기도 안산시 단원구 고잔동 714-1 단원마을 금강아파트앞사거리,37.3249996,126.7905111,단원마을 금강아파트앞 사거리,4,0,,2013,경기도 안산시 단원구 생활안전과,031-481-6279,2023-06-13
PE01109,경기도,안산시 단원구,시도,,화랑로,3,,경기도 안산시 단원구 원곡동780-2 원곡초교 사거리,37.3305669,126.7962129,원곡초교 사거리,4,0,2,2013,경기도 안산시 단원구 생활안전과,031-481-6279,2023-06-13
PE01110,경기도,안산시 단원구,시도,,대부황금로,3,경기도 안산시 단원구 삼일로 451(와동),경기도 안산시 단원구 와동 685-9번지,37.33099021,126.8270846,고잔동 삼일로 충효입구 삼거리→대부도관광안내소,4,0,,2013,경기도 안산시 단원구 생활안전과,031-481-6279,2023-06-13
PE02097,경기도,안산시 상록구,시도,,안산천서로,3,경기도 안산시 단원구 안산천서로 147(고잔동),경기도 안산시 단원구 고잔동 645-22번지,37.3293743,126.8410915,안산천서로 제일교회앞,4,0,,2012,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02047,경기도,안산시 상록구,시도,,광덕산2로,3,경기도 안산시 상록구 광덕산2로 31(월피동),경기도 안산시 상록구 월피동 489-14번지,37.33519411,126.8465227,광덕산2로 농협 앞,4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02048,경기도,안산시 상록구,시도,,월피로,3,경기도 안산시 상록구 월피로 83(월피동),경기도 안산시 상록구 월피동 474-10번지,37.33581914,126.8523891,월피로 동안산병원 앞,4,0,,2017,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02049,경기도,안산시 상록구,시도,,월피로,3,경기도 안산시 상록구 월피로 62(월피동),경기도 안산시 상록구 월피동 452번지,37.33393404,126.8513378,월피로 성포중학교 사거리,4,0,2,2017,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02050,경기도,안산시 상록구,시도,,화랑로,3,경기도 안산시 상록구 화랑로 501(성포동),경기도 안산시 상록구 성포동 583-5번지,37.32087514,126.8438702,화랑로 예술인프라자 앞,4,0,,2009,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02051,경기도,안산시 상록구,시도,,항가울로,3,경기도 안산시 상록구 항가울로 422(성포동),경기도 안산시 상록구 성포동 590번지,37.31809504,126.8466535,항가울로 롯데마트입구,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02052,경기도,안산시 상록구,시도,,충장로,3,경기도 안산시 상록구 충장로 432(성포동),경기도 안산시 상록구 성포동 586번지,37.3172105,126.8501006,충장로 홈플러스 건너편,4,0,,2009,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02054,경기도,안산시 상록구,시도,,광덕1로,3,경기도 안산시 상록구 광덕1로 369(이동),경기도 안산시 상록구 이동 715-4번지,37.30813628,126.8504547,광덕1로 로데오 거리,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02056,경기도,안산시 상록구,시도,,광덕4로,3,,경기도 안산시 상록구 이동 715-13 제이앤제이빌딩,37.3097155,126.851734,광덕4로 정진학원 앞,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02057,경기도,안산시 상록구,시도,,광덕4로,3,,경기도 안산시 상록구 이동 622-3 한대앞역 삼거리,37.3088931,126.8527675,광덕4로 한대역앞삼거리,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02058,경기도,안산시 상록구,시도,,충장로,3,,경기도 안산시 상록구 이동 245-1 코리아조경 입구,37.3120143,126.8521786,충장로 코리아조경앞,4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02060,경기도,안산시 상록구,시도,,도매시장로,3,경기도 안산시 상록구 도매시장로 29(이동),경기도 안산시 상록구 이동 529-10번지,37.3097315,126.8586964,도매시장로-2,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02133,경기도,안산시 상록구,시도,,본오로,3,경기도 안산시 상록구 본오로 70(본오동),경기도 안산시 상록구 본오동 855-17번지,37.29127819,126.866614,상록구 정곡경로당버스정류장(본오로78),4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02091,경기도,안산시 상록구,시도,,각골로,3,경기도 안산시 상록구 각골로 87(본오동),경기도 안산시 상록구 본오동 798번지,37.29692001,126.8713099,각골로 디자인문화고등학교,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02092,경기도,안산시 상록구,시도,,각골로,3,,경기도 안산시 상록구 본오동 71-9 각골공원 부근,37.2920174,126.8725282,각골로 각골공원 앞,4,0,,2011,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02071,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 308(본오동),경기도 안산시 상록구 본오동 862번지,37.29330528,126.8648637,석호로 신안아파트건너편,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02072,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 272(본오동),경기도 안산시 상록구 본오동 889-5번지,37.29343404,126.8606937,석호로 강남빌딩 앞,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02199,경기도,안산시 상록구,시도,,해양2로,3,,경기도 안산시 상록구 사동 1512-12,37.293764,126.824534,해양 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02200,경기도,안산시 상록구,시도,,구룡로,3,경기도 안산시 상록구 구룡로 14,경기도 안산시 상록구 일동 90,37.311714,126.867437,호동 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02216,경기도,안산시 상록구,시도,,해양1로,3,,경기도 안산시 상록구 사동 1632,37.280335,126.82838,"그랑시티자이1,2단지 정문앞 삼거리",4,0,,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02217,경기도,안산시 상록구,시도,,이호로,3,경기도 안산시 상록구 이호로 130,경기도 안산시 상록구 본오동 727-9,37.2881284,126.8703599,한국선진학교앞,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02176,경기도,안산시 상록구,시도,,해안로,3,,경기도 안산시 상록구 사동 1632-2,37.280203,126.834541,해솔중 삼거리앞 도로,4,0,2,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02177,경기도,안산시 상록구,시도,,중보로,3,경기도 안산시 상록구 중보로 16(사동),경기도 안산시 상록구 사동 1532,37.30539358,126.8486561,이동하모니마트 주변,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02101,경기도,안산시 상록구,시도,,광덕3로,3,,경기도 안산시 상록구 이동 725 학현초교사거리,37.3115088,126.8478524,이동 광덕3로 학현초 사거리,4,0,2,2013,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02192,경기도,안산시 상록구,시도,,건건로,3,경기도 안산시 상록구 건건로 37,경기도 안산시 상록구 건건동 636-6,37.304345,126.901539,반월 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02194,경기도,안산시 상록구,시도,,부곡로,3,경기도 안산시 상록구 부곡로 73,경기도 안산시 상록구 부곡동 680,37.329042,126.861049,부곡 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02197,경기도,안산시 상록구,시도,,충장로,3,경기도 안산시 상록구 충장로 670,경기도 안산시 상록구 부곡동 719-3,37.336657,126.855547,시랑 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02151,경기도,안산시 상록구,시도,,남삼평길,3,경기도 안산시 상록구 남산평길 25(팔곡일동),경기도 안산시 상록구 팔곡일동 253-1번지,37.30459717,126.8992679,상록구 반월중학교앞,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02156,경기도,안산시 상록구,시도,,이호로,3,경기도 안산시 상록구 고목로3길 44(본오동),경기도 안산시 상록구 본오동 958번지,37.28699826,126.8609672,이호초등학교앞,4,0,2,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02159,경기도,안산시 상록구,시도,,건건로,3,,경기도 안산시 상록구 건건동 533-7,37.311516,126.90487,반월역 입구 사거리,4,0,2,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02164,경기도,안산시 상록구,시도,,건건로,3,경기도 안산시 상록구 건건로 67(건건동),경기도 안산시 상록구 건건동 625-8번지,37.30728708,126.903322,홍익프라자앞,4,0,2,2020,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02167,경기도,안산시 상록구,시도,,초당로,3,경기도 안산시 상록구 초당로 25(사동),경기도 안산시 상록구 사동 1389번지,37.28528789,126.8503842,초당초등학교 앞 삼거리,4,0,2,2020,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02190,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 384,경기도 안산시 상록구 본오동 728-6,37.293105,126.873528,각골 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02191,경기도,안산시 상록구,시도,,안산천서로3길,3,경기도 안산시 상록구 안산천서로3길 6-7,경기도 안산시 상록구 월피동 523,37.333178,126.84464,광덕 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02193,경기도,안산시 상록구,시도,,각골서로,3,경기도 안산시 상록구 각골서로 49,경기도 안산시 상록구 본오동 821,37.294159,126.869456,본오 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02195,경기도,안산시 상록구,시도,,성포로,3,,경기도 안산시 상록구 성포동 592,37.323551,126.843472,성포 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02196,경기도,안산시 상록구,시도,,감골1로,3,경기도 안산시 상록구 감골1로 46,경기도 안산시 상록구 사동 1344-2,37.288814,126.851701,시곡 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02198,경기도,안산시 상록구,시도,,해양1로,3,경기도 안산시 상록구 해양1로 48,경기도 안산시 상록구 사동 1510-1,37.294146,126.818637,청석 초등학교,4,0,2,2022,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02020,경기도,안산시 상록구,시도,,안산천서로,3,경기도 안산시 상록구 안산천서로 243(월피동),경기도 안산시 상록구 월피동 486-1번지,37.33535592,126.8482547,현대카센터앞,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02100,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 107(사동),경기도 안산시 상록구 사동 1191-12번지,37.30173835,126.8473894,사동 석호초등학교 사거리,4,0,2,2013,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02053,경기도,안산시 상록구,시도,,충장로,3,경기도 안산시 상록구 충장로 378(이동),경기도 안산시 상록구 이동 230-3번지,37.31317875,126.8513235,충장로 미광꽃농원,4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02055,경기도,안산시 상록구,시도,,광덕1로,3,경기도 안산시 상록구 광덕1로 370(이동),경기도 안산시 상록구 이동 716-8번지,37.30760452,126.8509828,광덕1로 코러스프라자 앞,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02059,경기도,안산시 상록구,시도,,도매시장로,3,경기도 안산시 상록구 충장로 312(이동),경기도 안산시 상록구 이동 528번지,37.30867544,126.8574545,농수산물도매시장 삼거리,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02062,경기도,안산시 상록구,시도,,석삼말로,3,경기도 안산시 상록구 석삼말로 25(일동),경기도 안산시 상록구 일동 666-7번지,37.3045635,126.8659162,석삼말로,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02075,경기도,안산시 상록구,시도,,각골로,3,경기도 안산시 상록구 각골로 60(본오동),경기도 안산시 상록구 본오동 770번지,37.29469976,126.8728901,각골로 하모니마트 앞,4,0,2,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02078,경기도,안산시 상록구,시도,,용신로,3,경기도 안산시 상록구 용신로 441(본오동),경기도 안산시 상록구 본오동 1115-5번지,37.30165021,126.8711755,용신로 귀틀농방 앞,4,0,,2009,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02081,경기도,안산시 상록구,시도,,안산천서로,3,경기도 안산시 상록구 안산천서로 219(월피동),경기도 안산시 상록구 월피동 511-10번지,37.33351377,126.8467197,안산천서로 광덕초교입구,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02083,경기도,안산시 상록구,시도,,광덕산2로,3,경기도 안산시 상록구 광덕산2로 14(월피동),경기도 안산시 상록구 월피동 518-2번지,37.33583605,126.8445568,월파동 광덕산2로 광덕시장 맞은편,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02073,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 270(본오동),경기도 안산시 상록구 본오동 889-3번지,37.29344472,126.8604241,석호로 한양아파트,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02065,경기도,안산시 상록구,시도,,용신로,3,경기도 안산시 상록구 용신로 394(본오동),경기도 안산시 상록구 본오동 873-5번지,37.30137187,126.8658864,용신로 국민은행앞,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02068,경기도,안산시 상록구,시도,,반석로,3,경기도 안산시 상록구 반석로 20(본오동),경기도 안산시 상록구 본오동 880번지,37.29658395,126.8619806,반석로 롯데마트,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02117,경기도,안산시 상록구,시도,,용신로,3,경기도 안산시 상록구 용신로 128(사동),경기도 안산시 상록구 사동 1555번지,37.30294387,126.8363502,사동 용신로 꿈의교회 주변,4,0,,2014,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02119,경기도,안산시 상록구,시도,,도매시장로,3,경기도 안산시 상록구 도매시장로 119(일동),경기도 안산시 상록구 일동 538-6번지,37.31582751,126.8650074,일동 하모니마트 사거리,4,0,,2015,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02112,경기도,안산시 상록구,시도,,충장로,3,경기도 안산시 상록구 충장로 444(성포동),경기도 안산시 상록구 성포동 585-4번지,37.3184126,126.8495438,성포동 신우연립 상가 앞,4,0,,2013,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02113,경기도,안산시 상록구,시도,,수인로,3,경기도 안산시 상록구 수인로 2014-1(수암동),경기도 안산시 상록구 수암동 503-15번지,37.36304975,126.8760936,수인로 수암파출소 주변,4,0,,2013,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02116,경기도,안산시 상록구,시도,,항가울로,3,경기도 안산시 상록구 항가울로 20(사동),경기도 안산시 상록구 사동 1418번지,37.2835658,126.8476092,사동 항가울로 새마을금고 앞,4,0,,2014,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02118,경기도,안산시 상록구,시도,,반석로,3,경기도 안산시 상록구 반석로 87-1(본오동),경기도 안산시 상록구 본오동 804-16번지,37.29676057,126.8697041,각골서로 삼거리,4,0,,2015,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02120,경기도,안산시 상록구,시도,,부곡로,3,,경기도 안산시 상록구 부곡동 561,37.33258908,126.863267,부곡동 부곡프라자 사거리,4,0,,2015,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02121,경기도,안산시 상록구,시도,,충장로,3,경기도 안산시 상록구 충장로 609(월피동),경기도 안산시 상록구 월피동 449-4번지,37.3322084,126.8522188,삼일초교 후문 사거리,4,0,2,2015,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02070,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 315(본오동),경기도 안산시 상록구 본오동 871번지,37.29374921,126.8659882,반석로 신안아파트앞,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02061,경기도,안산시 상록구,시도,,도매시장로,3,경기도 안산시 상록구 도매시장로 54-1(이동),경기도 안산시 상록구 이동 538번지,37.31119219,126.8607641,도매시장로-3,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02063,경기도,안산시 상록구,시도,,상록수로,3,,경기도 안산시 상록구 본오동 875-5 상록수역 공영주차장 입구,37.3025159,126.8644674,상록수로 환승주차장 앞,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02064,경기도,안산시 상록구,시도,,용신로,3,경기도 안산시 상록구 상록수로 34(본오동),경기도 안산시 상록구 본오동 874번지,37.30210109,126.8637679,용신로 뉴라성 관광호텔 앞,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02066,경기도,안산시 상록구,시도,,본오로,3,,경기도 안산시 상록구 본오동 874-7 월드프라자 앞 공용주차장,37.301911,126.8669086,본오로 상록수역 사거리,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02067,경기도,안산시 상록구,시도,,반석로,3,"경기도 안산시 상록구 반석로 9(본오동, 신안2차아파트)",경기도 안산시 상록구 본오동 879-16번지 신안2차아파트,37.29814649,126.8615572,반석로 한양프라자건너편,4,0,,2009,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02069,경기도,안산시 상록구,시도,,반석로,3,경기도 안산시 상록구 반석로 54(본오동),경기도 안산시 상록구 본오동 871번지,37.29647466,126.8658209,반석로 신안프라자 앞,4,0,2,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02136,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 185(사동),경기도 안산시 상록구 사동 1304-7번지,37.29622225,126.852107,상록구사동진로마트앞삼거리,4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02137,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 219(사동),경기도 안산시 상록구 사동 1333-9번지,37.29419584,126.8551098,상록구감골시민홀앞,4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02138,경기도,안산시 상록구,시도,,안산대학로,3,"경기도 안산시 상록구 매화로 40(일동, 덕산타운)",경기도 안산시 상록구 일동 660번지 덕산타운,37.3050262,126.8637634,상록구일동매화초등학교사거리,4,0,2,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02149,경기도,안산시 상록구,시도,,예술광장로,3,경기도 안산시 상록구 예술광장로 69(성포동),경기도 안산시 상록구 성포동 593-4번지,37.32701428,126.844766,상록구 사랑의병원앞,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02150,경기도,안산시 상록구,시도,,시낭로,3,경기도 안산시 상록구 시낭북로 4(부곡동),경기도 안산시 상록구 부곡동 738번지,37.33370457,126.8568339,상록구 월피동행정복지센터,4,0,,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02154,경기도,안산시 상록구,시도,,샘골로,3,경기도 안산시 상록구 샘골로 83(본오동),경기도 안산시 상록구 본오동 902번지,37.29049387,126.8624697,본원초등학교 사거리,4,0,2,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02155,경기도,안산시 상록구,시도,,감골로,3,경기도 안산시 상록구 감골로 15(사동),경기도 안산시 상록구 사동 1401-7번지,37.283295,126.8541631,감골로 15앞,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02157,경기도,안산시 상록구,시도,,화랑로,3,경기도 안산시 상록구 화랑로 530(성포동),경기도 안산시 상록구 성포동 587-1번지,37.32009378,126.8468428,파크푸르지오 정문 앞,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02158,경기도,안산시 상록구,시도,,본삼로,3,경기도 안산시 상록구 샘골로 189(본오동),경기도 안산시 상록구 본오동 879-1번지,37.30072465,126.8630486,본오3동 행정복지센터,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02165,경기도,안산시 상록구,시도,,석호로,3,경기도 안산시 상록구 석호로 350(본오동),경기도 안산시 상록구 본오동 857-9번지,37.29313305,126.8693416,석호로350 앞 사거리,4,0,2,2020,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02166,경기도,안산시 상록구,시도,,부곡로,3,경기도 안산시 상록구 부곡로 37 (부곡동),경기도 안산시 상록구 부곡동 686-7번지,37.32585241,126.8593645,빵의나라 앞 사거리,4,0,,2020,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02074,경기도,안산시 상록구,시도,,선진로,3,"경기도 안산시 상록구 선진로 108(사동, 본오1차아파트)",경기도 안산시 상록구 사동 1506번지 본오1차아파트,37.28026558,126.8538415,선진로 본오아파트 앞,4,0,2,2016,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02076,경기도,안산시 상록구,시도,,각골로,3,"경기도 안산시 상록구 각골로4길 1(본오동, 대덕캐슬)",경기도 안산시 상록구 본오동 1144-11번지 대덕캐슬,37.29928963,126.8726309,각골로2(본오동 1144-11),4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02077,경기도,안산시 상록구,시도,,용신로,3,경기도 안산시 상록구 용신로 446(본오동),경기도 안산시 상록구 본오동 1118번지,37.30121421,126.8716937,용신로 장안가구 앞,4,0,,2009,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02079,경기도,안산시 상록구,시도,,용신로,3,경기도 안산시 상록구 용신로 415(본오동),경기도 안산시 상록구 본오동 1113-7번지,37.30177803,126.868194,용신로 상록수운동장건너,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02080,경기도,안산시 상록구,시도,,각골로,3,경기도 안산시 상록구 각골로 131(본오동),경기도 안산시 상록구 본오동 1118-8번지,37.301178,126.8727539,각골로 북고개 삼거리,4,0,,2019,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02082,경기도,안산시 상록구,시도,,건건로,3,경기도 안산시 상록구 건건로 51-1(건건동),경기도 안산시 상록구 건건동 641-2번지,37.30596362,126.9025269,건건로 반월동주민센터앞,4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02178,경기도,안산시 상록구,시도,,충장로,3,,경기도 안산시 상록구 본오동 1024,37.28518362,126.8558753,사리역인근,4,0,,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02179,경기도,안산시 상록구,시도,,해양로,3,,경기도 안산시 상록구 사동 1642,37.29409072,126.8216096,해양중,4,0,2,2021,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02144,경기도,안산시 상록구,시도,,성호로,3,경기도 안산시 상록구 성호로 100(일동),경기도 안산시 상록구 일동 580-7번지,37.31362608,126.862757,상록구일동파리바게트앞(일동식물원사거리),4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02145,경기도,안산시 상록구,시도,,성호로,3,경기도 안산시 상록구 성호로 136(일동),경기도 안산시 상록구 일동 557-12번지,37.31556597,126.859685,상록구 일동557-12(성호기념관),4,0,,2018,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
PE02096,경기도,안산시 상록구,시도,,본오로,3,경기도 안산시 상록구 본삼로 11(본오동),경기도 안산시 상록구 본오동 878-11번지,37.30123862,126.8611365,본오동 반월신협 앞,4,0,,2012,경기도 안산시 상록구 생활안전과,031-481-5277,2023-06-13
G0068,경기도,안성시,지방도,23,안성대로,03,,경기도 안성시 미양면 구례리 산 48-3,36.9841279,127.2507401,늑동마을입구교차로(천안→대덕면),02,80,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
G2795,경기도,안성시,지방도,3,제2공단1길,03,,경기도 안성시 미양면 계륵리 278,36.9793222,127.2592506,케이씨텍앞교차로(남안성IC→신능리),02,50,99,2019,경기도남부경찰청,031-888-3652,2023-11-01
G2796,경기도,안성시,지방도,3,제2공단1길,03,,경기도 안성시 미양면 계륵리 278,36.9794763,127.2589558,케이씨텍앞교차로(신능리→남안성IC),02,50,99,2019,경기도남부경찰청,031-888-3652,2023-11-01
7,경기도,안성시,일반국도,38,서동대로,02,,경기도 안성시 삼죽면 진촌리 302-12번지,37.0640479,127.3716783,안성시 삼죽면 진촌리 302-12 삼죽삼거리(일죽면-&amp;gt;안성시청),01,70,,2015,경기도 안성시청,031-678-2813,2023-07-12
69,경기도,안성시,국가지원지방도,57,서운로,01,,경기도 안성시 서운면 동촌리 139-7번지,36.9457939,127.2583388,안성시 서운면 동촌리 139-7 신촌교 앞 (산평초교→안성),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
H1402,경기도,안성시,시도,,종합운동장로,03,,경기도 안성시 금광면 신양복리 105-3,37.00802024,127.327145,흙내음 어린이집앞(종합운동장→금광면),02,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
56,경기도,안성시,시도,14,모산로,01,,경기도 안성시 대덕면 모산리 471-12번지,37.02772566,127.2440845,안성시 대덕면 모산리 471-12 대덕초교 앞 (보동리→안성경찰서),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
G9155,경기도,안성시,시도,,기업단지로,03,경기도 안성시 공도읍 기업단지로 55,경기도 안성시 공도읍 용두리 240-4,37.002433,127.1599222,용머리초교앞(공도기업단지삼거리→공도기업단지),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
G9157,경기도,안성시,지방도,57,서운로,03,,경기도 안성시 서운면 산평리 158-13,36.920282,127.2604419,산평초등학교앞(입장면→안성시청),02,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
F8994,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 일죽면 송천리 569-3,37.09459729,127.4748804,송천사거리(안성→장호원),02,80,99,2016,경기도남부경찰청,031-888-3652,2023-11-01
F9891,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 공도읍 진사리 6-21,36.99708599,127.1455693,기남교차로(평택대학교→대덕면),02,70,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
G8869,경기도,안성시,지방도,70,사실로,03,,경기도 안성시 일죽면 방초리 492-1,37.1192561,127.4330763,방초초등학교앞(죽산면→이천시청),01,50,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
G8870,경기도,안성시,시도,,모산로,03,,경기도 안성시 대덕면 모산리 471-12,37.0277147,127.2441371,대덕초교앞(보동리→안성경찰서),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
G8721,경기도,안성시,시도,,송원길,03,,경기도 안성시 공도읍 만정리 832,37.0073368,127.172544,만정초교앞(만정초교→한국폴리텍대학교),02,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
G8722,경기도,안성시,시도,,공도1로,03,,경기도 안성시 공도읍 만정리 868,36.9995133,127.1684023,공도초교앞(만정사거리→공도시외버스정류장),02,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
